index,budget,genres,id,popularity,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
3567,8000000,Crime Drama,504,19.683187,11/16/2003,60378584,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Monster,7,485
3568,5000000,Adventure Drama Science Fiction,173,9.358197,12/23/1954,28200000,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","20,000 Leagues Under the Sea",6.8,157
3569,5000000,Horror Thriller,227348,19.984477,1/1/2014,86362372,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Paranormal Activity: The Marked Ones,5.2,449
3570,5000000,Drama History,1955,30.271066,10/2/1980,26010864,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Elephant Man,7.9,719
3571,5000000,Drama History,152532,59.454473,9/7/2013,55198285,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Dallas Buyers Club,7.9,2886
3572,3300000,Thriller Horror,243940,20.304235,1/29/2015,64110728,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Lazarus Effect,5.1,505
3573,9000000,Mystery Thriller,77,60.715151,10/11/2000,39723096,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Memento,8.1,4028
3574,5000000,Horror,157547,35.871248,9/8/2013,44030246,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Oculus,6.3,1050
3575,5000000,Comedy,2295,18.077963,5/25/2006,26888376,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Clerks II,6.9,398
3576,5000000,Drama Comedy Music,71,20.428237,5/18/2000,110000000,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Billy Elliot,7.4,750
3577,4600000,Comedy Drama,147773,32.14444,6/6/2013,23198652,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Way Way Back,7.1,688
3578,0,Comedy,16096,3.673566,10/23/1991,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",House Party 2,4.7,21
3579,3500000,Family Drama Action Western Romance,24266,3.656491,3/2/1982,20659423,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Man from Snowy River,6.8,37
3580,0,Animation Family Comedy,16508,1.88484,3/26/1999,0,77,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Doug's 1st Movie,5.4,22
3581,5000000,Drama,2895,4.227807,10/9/1997,0,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Apostle,6.1,38
3582,0,Drama,15660,3.102862,9/18/1981,0,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Mommie Dearest,6.5,54
3583,10000000,Comedy Drama,59968,15.688439,8/26/2011,17273593,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Our Idiot Brother,5.9,365
3584,5000000,Action Drama,323677,22.9951,2/19/2016,24804129,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Race,7.1,478
3585,0,Drama,19848,5.769822,4/8/1998,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Players Club,6.4,14
3586,5000000,Horror Thriller,256274,26.510558,8/14/2014,40100000,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","As Above, So Below",6.1,766
3587,0,Drama Thriller,235271,7.544515,10/10/2014,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Addicted,5.4,63
3588,0,Drama,45153,1.126941,9/7/1997,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Eve's Bayou,6.1,27
3589,5000000,Drama,284293,35.307577,12/5/2014,43884652,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Still Alice,7.5,1104
3590,5000000,History Drama,24973,4.079111,8/25/1954,15000000,139,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Egyptian,6,11
3591,5000000,Action Crime Thriller,21610,7.058868,3/17/1981,19905359,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Nighthawks,6.4,86
3592,5000000,Horror Thriller,10283,12.904615,7/28/1989,14000000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191
3593,5000000,Comedy Drama Romance,8346,18.115566,2/22/2002,368744044,95,"[{""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",My Big Fat Greek Wedding,6.2,671
3594,5000000,Drama Crime,122081,62.554173,1/24/2013,31724284,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spring Breakers,5,1551
3595,5000000,Horror Thriller,10987,9.483717,9/29/1995,15116634,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Halloween: The Curse of Michael Myers,5,170
3596,5000000,Drama Romance,1391,16.890285,6/8/2001,33616692,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Y Tu Mamá También,7.3,315
3597,4000000,Horror Comedy,747,49.12486,4/9/2004,30039392,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Shaun of the Dead,7.5,2420
3598,0,Drama Horror,14745,8.309894,10/31/2008,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",The Haunting of Molly Hartley,4.3,48
3599,5000000,Drama Mystery Romance,26748,5.960149,6/21/1996,13269963,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Lone Star,6.9,77
3600,5000000,Horror Thriller,11357,9.302349,10/21/1988,17768757,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Halloween 4: The Return of Michael Myers,5.9,209
3601,5000000,Horror Mystery,24913,8.190888,3/27/1986,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",April Fool's Day,5.8,73
3602,0,Comedy Drama,13776,5.87193,4/2/1982,0,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Diner,6.9,83
3603,5000000,Action Crime Drama Romance Thriller,14854,8.452666,4/14/1983,12232628,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Lone Wolf McQuade,5.5,67
3604,5000000,Horror Thriller Science Fiction,50357,17.028252,7/20/2011,25562924,86,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Apollo 18,5,356
3605,5000000,Comedy Drama,13090,19.336367,1/18/2008,16174377,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Sunshine Cleaning,6.5,255
3606,5000000,Action Thriller,192141,38.006982,8/26/2015,54418872,103,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",No Escape,6.7,777
3607,0,Action Fantasy,16441,6.377523,8/20/1982,14056528,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Beastmaster,6,97
3608,5000000,Drama History Romance War,29996,0.835617,12/25/1959,12200000,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Solomon and Sheba,5.4,8
3609,20000000,Romance Comedy,351819,14.947588,1/28/2016,21164799,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fifty Shades of Black,4.3,331
3610,0,Drama Romance,14834,5.1299,1/9/2009,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Not Easily Broken,6.3,9
3611,4,Drama Romance War,22649,1.199451,12/8/1932,25,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Farewell to Arms,6.2,28
3612,0,Comedy Romance,378200,3.810827,3/11/2016,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Perfect Match,5.2,42
3613,5500000,Fantasy Animation Science Fiction Family,20455,3.7387,3/17/2000,0,82,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Digimon: The Movie,6.2,72
3614,0,Comedy Drama,13193,9.85123,1/21/2004,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Saved!,6.3,147
3615,8000000,Comedy Crime Drama,11042,3.03091,5/21/2003,3432342,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The Barbarian Invasions,6.7,77
3616,0,Action Adventure Drama Romance,10786,3.199904,3/11/1976,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Robin and Marian,6.6,50
3617,5000000,Action Adventure Horror Thriller,12484,2.739307,4/27/2001,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Forsaken,4.9,47
3618,5000000,Action Adventure War Thriller,17339,5.348446,11/1/1978,7230000,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Force 10 from Navarone,6.4,91
3619,5000000,Comedy,11959,4.070044,7/21/1989,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",UHF,6.7,89
3620,0,Comedy,9900,9.974681,1/6/2006,6538177,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Grandma's Boy,6.6,220
3621,5000000,Comedy Drama,14662,6.308298,8/14/1998,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Slums of Beverly Hills,6.5,44
3622,5000000,Western,335,49.333137,12/21/1968,5321508,175,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Once Upon a Time in the West,8.1,1128
3623,5000000,Action Comedy Thriller,15745,4.149628,7/13/2001,5476060,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Made,6.3,55
3624,5000000,Science Fiction Drama,17431,46.114184,6/12/2009,9760104,97,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Moon,7.6,1794
3625,0,Comedy,21014,3.562563,5/12/2006,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Keeping Up with the Steins,5.2,18
3626,5000000,Documentary,78394,4.498368,5/14/2010,4074023,41,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sea Rex 3D: Journey to a Prehistoric World,5.9,11
3627,5000000,Drama,10217,7.673124,5/14/1997,3263585,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",The Sweet Hereafter,6.8,103
3628,4000000,Drama History,46332,4.992475,5/18/2010,41424067,120,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Of Gods and Men,6.5,91
3629,5000000,Comedy Drama,13996,6.174435,8/6/2008,4040588,110,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Bottle Shock,6.6,60
3630,0,Comedy Horror Science Fiction,3028,0.805312,11/10/1982,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Jekyll and Hyde ... Together Again,4.6,5
3631,5000000,Drama Fantasy,1024,8.753409,9/2/1994,3049135,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Heavenly Creatures,7,294
3632,5000000,Drama,343795,3.943706,9/11/2015,4842699,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",90 Minutes in Heaven,5.4,40
3633,5000000,Comedy Drama Romance,45658,9.169411,10/15/2010,2614773,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Everything Must Go,6,208
3634,5000000,Comedy Crime Mystery Thriller,16148,2.732031,1/30/1998,1980338,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Zero Effect,6,55
3635,5000000,Thriller Drama,4553,35.252056,2/9/2004,8203235,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Machinist,7.3,1247
3636,5000000,Drama Crime,36351,6.063868,8/21/1992,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Light Sleeper,5.7,15
3637,5000000,Thriller Crime Drama Mystery,245916,21.343093,10/9/2014,2450846,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Kill the Messenger,6.6,355
3638,5000000,Drama,27585,10.095184,12/16/2010,5129058,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Rabbit Hole,6.9,165
3639,5000000,Comedy Drama Crime,1415,4.129165,9/5/2003,742898,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Party Monster,5.9,58
3640,5000000,Horror Crime Thriller,313922,30.001024,4/15/2016,3220371,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Green Room,6.7,683
3641,5000000,Comedy Drama Romance,14474,6.759235,3/30/2006,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Oh in Ohio,5.8,27
3642,5000000,Drama Science Fiction Mystery,199933,1.731035,9/12/2014,846704,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Atlas Shrugged Part III: Who is John Galt?,3.9,15
3643,7000000,Comedy Crime Drama,13685,11.700578,2/21/1996,560069,91,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Bottle Rocket,6.8,281
3644,6000000,Crime Drama Thriller,8744,2.388683,9/9/1996,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Albino Alligator,5.6,45
3645,0,Drama Foreign History,38428,0.080704,8/3/2007,0,136,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","Gandhi, My Father",6,2
3646,0,Documentary,8847,0.888986,2/12/2008,0,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Standard Operating Procedure,6.6,14
3647,0,Drama,39269,0.679351,5/1/1980,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Out of the Blue,6.5,17
3648,5000000,Comedy Horror,46838,19.940245,1/22/2010,5476793,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Tucker and Dale vs Evil,7.3,847
3649,0,Drama Romance,51384,1.286991,1/1/2008,0,92,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}]","Lovely, Still",6.2,13
3650,0,Action Drama Romance,56930,0.042442,12/27/1947,0,128,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Tycoon,6.6,4
3651,0,Comedy Drama,41730,1.116206,6/6/1999,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Desert Blue,5.5,9
3652,5000000,Horror Science Fiction Thriller,18442,3.05434,2/27/2004,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Decoys,4.7,33
3653,5000000,Horror Thriller,298312,38.94708,9/10/2015,98450062,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Visit,6,1360
3654,5000000,Drama War,11600,3.792015,1/1/2007,782102,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Redacted,6.2,37
3655,0,Romance Thriller,71547,0.219799,10/13/2004,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fascination,3.8,4
3656,5000000,Horror Thriller Science Fiction,57876,7.794,5/15/2015,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Area 51,4.2,151
3657,5000000,Thriller,77495,9.136965,10/14/2011,0,107,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Sleep Tight,7,202
3658,0,Horror Comedy Crime Thriller,13849,8.39685,2/7/2008,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",The Cottage,6.3,80
3659,0,Drama Fantasy Comedy,14849,7.864905,2/17/2009,0,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dead Like Me: Life After Death,5.8,65
3660,0,Comedy Documentary,12486,1.963219,12/1/2006,0,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Farce of the Penguins,3.2,13
3661,0,Drama,19615,1.546169,1/1/2009,0,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Flying By,7,2
3662,5000000,Music Drama Comedy,244403,10.619574,10/17/2014,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Rudderless,7.4,105
3663,5000000,Family Animation,292481,0.999655,8/18/2014,0,67,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Henry & Me,3,3
3664,0,Romance Comedy,340816,1.985243,12/4/2015,0,95,"[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Christmas Eve,6.1,24
3665,0,TV Movie Crime Drama Thriller,78814,0.102003,11/12/2011,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We Have Your Husband,5,3
3666,15000000,Thriller Drama,297596,10.48009,12/4/2014,0,94,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ro"", ""name"": ""Rom\u00e2n\u0103""}]",Dying of the Light,4.5,118
3667,0,Action Thriller War,299552,1.136568,12/5/2013,0,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Born Of War,4.1,7
3668,5000000,Drama Action Thriller Science Fiction,11935,11.095219,12/10/1977,0,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Capricorn One,6.4,131
3669,0,Comedy Drama,113406,0.40703,4/28/2012,0,0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Should've Been Romeo,0,0
3670,0,Family,447027,0.028756,10/27/2015,0,88,[],Running Forever,0,0
3671,5000000,Comedy Fantasy Horror Thriller,290825,8.618793,7/8/2016,0,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Yoga Hosers,4.7,102
3672,0,Horror Action,361159,2.394613,10/8/2015,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Navy Seals vs. Zombies,3.5,36
3673,0,Comedy Drama,12555,2.387463,12/19/2006,0,120,"[{""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}]",I Served the King of England,7,22
3674,5000000,Drama Comedy,31175,5.461487,9/9/2009,17872796,99,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}]",Soul Kitchen,7.1,116
3675,1000000,Drama,12498,14.805264,8/30/1996,24475416,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Sling Blade,7.4,231
3676,4798235,Horror Thriller,77949,25.30216,8/17/2011,209696,107,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Awakening,6.3,458
3677,4800000,Horror,1690,38.83192,1/6/2005,80578934,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Hostel,5.7,887
3678,0,Comedy Drama,8435,3.500741,7/17/2005,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",A Cock and Bull Story,6.2,43
3679,5000000,Thriller Drama,64720,19.807295,11/25/2011,3099314,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Take Shelter,7.1,471
3680,0,Horror Thriller,49365,1.435742,4/22/1988,0,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Lady in White,6.3,25
3681,0,Drama Comedy,11404,7.667888,4/30/2006,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Driving Lessons,6.3,47
3682,5000000,Comedy,300706,8.496364,12/23/2014,0,81,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Let's Kill Ward's Wife,5.5,76
3683,4700000,Horror,16337,9.617777,8/22/1986,8025872,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Texas Chainsaw Massacre 2,5.9,139
3684,4638783,Western,11577,4.495256,5/23/1973,11000000,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Pat Garrett & Billy the Kid,7.2,65
3685,4800000,Drama Thriller Crime,77987,35.754865,5/30/2013,10337387,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Only God Forgives,5.6,862
3686,0,Drama Romance,40185,0.20323,10/13/2005,0,80,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Camping Sauvage,4.8,4
3687,4,Comedy Romance,68202,0.28076,6/29/2011,0,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Without Men,4.6,8
3688,0,Drama Family,8981,3.11319,5/18/2004,0,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Dear Frankie,7,46
3689,0,Action Comedy Drama Western,10914,0.137535,9/11/2007,0,89,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",All Hat,1,1
3690,4600000,Drama Comedy Romance,50848,6.368933,11/24/2010,0,100,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The Names of Love,7.3,93
3691,4700000,Drama Comedy,166624,0.217538,9/13/2013,0,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Treading Water,5.6,6
3692,4600000,Drama,10822,3.531877,5/18/2007,0,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Savage Grace,5.7,60
3693,0,Drama,10844,0.706355,10/12/2006,0,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Out of the Blue,5.9,18
3694,4500000,Comedy Crime,9336,15.002502,3/22/1984,146198896,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Police Academy,6.5,602
3695,4500000,Romance Adventure Drama,5689,22.585384,7/5/1980,58853106,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Blue Lagoon,5.8,408
3696,6000000,Comedy Drama Romance,712,29.834065,3/9/1994,254700832,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Four Weddings and a Funeral,6.6,632
3697,4500000,Comedy,13342,20.403344,8/13/1982,27092880,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Fast Times at Ridgemont High,7,322
3698,4500000,Adventure Drama,10339,5.224593,6/27/1956,10400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Moby Dick,6.9,89
3699,15000000,Crime Drama,1429,30.196039,12/16/2002,13060843,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",25th Hour,7.2,629
3700,4500000,Crime Drama Romance Thriller,9303,15.359952,9/13/1996,7011317,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Bound,6.9,198
3701,4500000,Crime Drama,641,11.573034,10/27/2000,7390108,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Requiem for a Dream,7.9,2443
3702,0,Music Romance,27686,1.847822,8/29/1945,0,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",State Fair,6.2,19
3703,0,Drama Foreign Romance,65749,0.425551,2/12/1998,0,115,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Tango,6.8,6
3704,4500000,Drama,6106,3.819796,4/23/1986,0,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Salvador,7,71
3705,5000000,Comedy,252680,10.274542,3/25/2014,10429707,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Moms' Night Out,5.5,121
3706,6000000,Fantasy Drama Mystery,141,61.210016,1/18/2001,1270522,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Donnie Darko,7.7,3452
3707,0,Action Comedy Foreign,66607,0.177356,3/18/2011,0,105,[],Saving Private Perez,6.1,18
3708,4500000,Drama Foreign History,17139,0.011697,4/17/1997,0,122,"[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Character,7.7,25
3709,2000000,Comedy Crime Drama,12079,6.249262,6/1/2002,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Spun,6.6,132
3710,4500000,Comedy Drama,39800,3.108881,10/10/2009,744816,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Life During Wartime,6.3,30
3711,0,Drama Thriller,4550,17.074843,7/29/2005,23803308,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Sympathy for Lady Vengeance,7.4,356
3712,0,Drama,62116,0.774442,6/9/2010,0,120,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Mozart's Sister,6.2,13
3713,0,Comedy Drama,9991,8.816995,12/26/2001,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Mean Machine,6,157
3714,4500000,Action Crime Thriller,13807,8.48639,9/6/2006,0,110,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Exiled,7,46
3715,0,Adventure Action Western,68818,5.223096,8/31/2011,623528,98,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Blackthorn,6.6,73
3716,0,Crime Drama,12093,7.759215,8/23/2002,0,109,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Lilya 4-ever,7.7,139
3717,4500000,Drama Horror Mystery Thriller,36419,14.570359,4/9/2010,3606395,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",After.Life,5.4,251
3718,0,Comedy Drama Thriller,281730,0.371337,6/13/2014,0,134,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Fugly,5.3,2
